"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RED_IZO";"IČO";"Zřizovatel";"Území";"ORP";"Plný název";"Zkrácený název";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Typ";"Druh/typ";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Kapacita"
"600023036";"70839352";"7";"CZ0325";"3208";"Odborná škola, Základní škola a Mateřská škola, Zbůch, V Sídlišti 349";"Odborná škola,Základ.škola a Mateř.škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"377 931 648,725548210";"377 931 648";"zvszbuch@volny.cz";"";"http://www.skolyzbuch.cz";"Mgr. Milena Peteříková";"110032021";"K20";"Specálně pedagogické centrum";"Macháčkova";"904";"43";"Skvrňany";"31800";"Plzeň";"350"
"600023036";"70839352";"7";"CZ0325";"3208";"Odborná škola, Základní škola a Mateřská škola, Zbůch, V Sídlišti 349";"Odborná škola,Základ.škola a Mateř.škola";"V Sídlišti";"349";"";"Zbůch";"33022";"Zbůch";"377 931 648,725548210";"377 931 648";"zvszbuch@volny.cz";"";"http://www.skolyzbuch.cz";"Mgr. Milena Peteříková";"181024314";"L13";"Školní jídelna - výdejna";"Macháčkova";"905";"45";"Skvrňany";"31800";"Plzeň";"25"
"600023206";"62231570";"5";"CZ0421";"4202";"Základní škola a Praktická škola Gabriely Pelechové";"ZŠ a PrŠ Gabriely Pelechové";"Vilémovská";"192";"";"Dolní Poustevna";"40782";"Dolní Poustevna";"412 397 645";"412 397 999";"gpb@interdata.cz";"skolygpa@interdata.cz";"http://www.skolygp.cz";"Mgr. Miroslav Marek";"110013107";"B00";"Základní škola";"Vilémovská";"192";"";"Dolní Poustevna";"40782";"Dolní Poustevna";"66"
"600023206";"62231570";"5";"CZ0421";"4202";"Základní škola a Praktická škola Gabriely Pelechové";"ZŠ a PrŠ Gabriely Pelechové";"Vilémovská";"192";"";"Dolní Poustevna";"40782";"Dolní Poustevna";"412 397 645";"412 397 999";"gpb@interdata.cz";"skolygpa@interdata.cz";"http://www.skolygp.cz";"Mgr. Miroslav Marek";"150068123";"C00";"Střední škola";"Vilémovská";"192";"";"Dolní Poustevna";"40782";"Dolní Poustevna";"6"
"600023222";"65082133";"7";"CZ0421";"4202";"Speciální základní škola, Speciální mateřská škola a Praktická škola, Děčín, příspěvková organizace";"Speciální ZŠ, Speciální MŠ a PrŠ";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"412 544 321";"412 544 321";"reditel@specdcbynov.cz";"";"http://www.specdcbynov.cz";"Mgr. Roman Stružinský";"166101648";"A00";"Mateřská škola";"U Nemocnice";"1373";"2";"Děčín II-Nové Město";"40502";"Děčín";"15"
"600023222";"65082133";"7";"CZ0421";"4202";"Speciální základní škola, Speciální mateřská škola a Praktická škola, Děčín, příspěvková organizace";"Speciální ZŠ, Speciální MŠ a PrŠ";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"412 544 321";"412 544 321";"reditel@specdcbynov.cz";"";"http://www.specdcbynov.cz";"Mgr. Roman Stružinský";"102577340";"B00";"Základní škola";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"305"
"600023222";"65082133";"7";"CZ0421";"4202";"Speciální základní škola, Speciální mateřská škola a Praktická škola, Děčín, příspěvková organizace";"Speciální ZŠ, Speciální MŠ a PrŠ";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"412 544 321";"412 544 321";"reditel@specdcbynov.cz";"";"http://www.specdcbynov.cz";"Mgr. Roman Stružinský";"181080109";"C00";"Střední škola";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"10"
"600023222";"65082133";"7";"CZ0421";"4202";"Speciální základní škola, Speciální mateřská škola a Praktická škola, Děčín, příspěvková organizace";"Speciální ZŠ, Speciální MŠ a PrŠ";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"412 544 321";"412 544 321";"reditel@specdcbynov.cz";"";"http://www.specdcbynov.cz";"Mgr. Roman Stružinský";"110002911";"G21";"Školní družina";"17. listopadu";"673";"8";"Děčín I-Děčín";"40502";"Děčín";"35"
"600023222";"65082133";"7";"CZ0421";"4202";"Speciální základní škola, Speciální mateřská škola a Praktická škola, Děčín, příspěvková organizace";"Speciální ZŠ, Speciální MŠ a PrŠ";"Teplická";"65";"";"Děčín IX-Bynov";"40505";"Děčín";"412 544 321";"412 544 321";"reditel@specdcbynov.cz";"";"http://www.specdcbynov.cz";"Mgr. Roman Stružinský";"181004020";"K20";"Speciálně pedagogické centrum";"17. listopadu";"673";"8";"Děčín I-Děčín";"40502";"Děčín";"760"
"600023231";"63155931";"7";"CZ0421";"4202";"Speciální základní škola a Praktická škola, Česká Kamenice, Jakubské nám. 113, příspěvková organizace";"Spec. základní škola a Praktická škola";"Jakubské náměstí";"113";"";"Česká Kamenice";"40721";"Česká Kamenice";"412 582 672";"412 584 371";"specskoly.ck@volny.cz";"";"www.specck.cz";"Mgr. Eva Franzová";"102577421";"B00";"Základní škola";"Jakubské náměstí";"113";"";"Česká Kamenice";"40721";"Česká Kamenice";"114"
"600023231";"63155931";"7";"CZ0421";"4202";"Speciální základní škola a Praktická škola, Česká Kamenice, Jakubské nám. 113, příspěvková organizace";"Spec. základní škola a Praktická škola";"Jakubské náměstí";"113";"";"Česká Kamenice";"40721";"Česká Kamenice";"412 582 672";"412 584 371";"specskoly.ck@volny.cz";"";"www.specck.cz";"Mgr. Eva Franzová";"181042771";"C00";"Střední škola";"Jakubské náměstí";"113";"";"Česká Kamenice";"40721";"Česká Kamenice";"20"
"600023249";"65082478";"7";"CZ0421";"4212";"Speciální základní škola a Praktická škola, Šluknov, Tyršova 710, příspěvková organizace";"Spec. základní škola a Praktická škola";"Tyršova";"710";"";"Šluknov";"40777";"Šluknov";"412 386 261";"není";"zvsslk@interdata.cz";"";"http://www.speczssluknov.cz";"Mgr. Monika Kadlecová";"102577447";"B00";"Základní škola";"Tyršova";"710";"";"Šluknov";"40777";"Šluknov";"76"
"600023249";"65082478";"7";"CZ0421";"4212";"Speciální základní škola a Praktická škola, Šluknov, Tyršova 710, příspěvková organizace";"Spec. základní škola a Praktická škola";"Tyršova";"710";"";"Šluknov";"40777";"Šluknov";"412 386 261";"není";"zvsslk@interdata.cz";"";"http://www.speczssluknov.cz";"Mgr. Monika Kadlecová";"181025230";"C00";"Střední škola";"Tyršova";"710";"";"Šluknov";"40777";"Šluknov";"28"
"600023249";"65082478";"7";"CZ0421";"4212";"Speciální základní škola a Praktická škola, Šluknov, Tyršova 710, příspěvková organizace";"Spec. základní škola a Praktická škola";"Tyršova";"710";"";"Šluknov";"40777";"Šluknov";"412 386 261";"není";"zvsslk@interdata.cz";"";"http://www.speczssluknov.cz";"Mgr. Monika Kadlecová";"110002954";"G21";"Školní družina";"Tyršova";"710";"";"Šluknov";"40777";"Šluknov";"15"
"600023265";"47274409";"7";"CZ0421";"4212";"Speciální základní škola a Praktická škola, Rumburk, příspěvková organizace";"Spec. základní škola a Praktická škola";"Náměstí Dobrovského";"378";"12";"Rumburk 1";"40801";"Rumburk";"412 332 110";"412 332 110";"spec.zs.rbk@seznam.cz";"";"http://www.speczsrumburk.estranky.cz";"Mgr. Vladimír Šamša";"47274409";"B00";"Základní škola";"Náměstí Dobrovského";"378";"12";"Rumburk 1";"40801";"Rumburk";"106"
"600023265";"47274409";"7";"CZ0421";"4212";"Speciální základní škola a Praktická škola, Rumburk, příspěvková organizace";"Spec. základní škola a Praktická škola";"Náměstí Dobrovského";"378";"12";"Rumburk 1";"40801";"Rumburk";"412 332 110";"412 332 110";"spec.zs.rbk@seznam.cz";"";"http://www.speczsrumburk.estranky.cz";"Mgr. Vladimír Šamša";"181035235";"C00";"Střední škola";"Náměstí Dobrovského";"378";"12";"Rumburk 1";"40801";"Rumburk";"20"
"600023265";"47274409";"7";"CZ0421";"4212";"Speciální základní škola a Praktická škola, Rumburk, příspěvková organizace";"Spec. základní škola a Praktická škola";"Náměstí Dobrovského";"378";"12";"Rumburk 1";"40801";"Rumburk";"412 332 110";"412 332 110";"spec.zs.rbk@seznam.cz";"";"http://www.speczsrumburk.estranky.cz";"Mgr. Vladimír Šamša";"110002938";"G21";"Školní družina";"Náměstí Dobrovského";"378";"12";"Rumburk 1";"40801";"Rumburk";"14"
"600023460";"46746862";"7";"CZ0513";"5105";"Střední odborná škola, Liberec, Jablonecká 999, příspěvková organizace";"SOŠ, příspěvková organizace";"Jablonecká";"999";"51";"Liberec VI-Rochlice";"46006";"Liberec";"484 842 138";"484 842 143";"info@sosliberec.cz";"";"sosliberec.cz";"PhDr. Milan Adamec";"108030733";"C00";"Střední škola";"Jablonecká";"999";"51";"Liberec VI-Rochlice";"46006";"Liberec";"410"
"600023460";"46746862";"7";"CZ0513";"5105";"Střední odborná škola, Liberec, Jablonecká 999, příspěvková organizace";"SOŠ, příspěvková organizace";"Jablonecká";"999";"51";"Liberec VI-Rochlice";"46006";"Liberec";"484 842 138";"484 842 143";"info@sosliberec.cz";"";"sosliberec.cz";"PhDr. Milan Adamec";"110021835";"H21";"Internát";"Jablonecká";"999";"51";"Liberec VI-Rochlice";"46006";"Liberec";"120"
"600023460";"46746862";"7";"CZ0513";"5105";"Střední odborná škola, Liberec, Jablonecká 999, příspěvková organizace";"SOŠ, příspěvková organizace";"Jablonecká";"999";"51";"Liberec VI-Rochlice";"46006";"Liberec";"484 842 138";"484 842 143";"info@sosliberec.cz";"";"sosliberec.cz";"PhDr. Milan Adamec";"110150082";"L11";"Školní jídelna";"Jablonecká";"999";"51";"Liberec VI-Rochlice";"46006";"Liberec";"450"
"600023583";"62247859";"7";"CZ0424";"4216";"Dětský domov, Základní škola a Střední škola, Žatec, příspěvková organizace";"DD, ZŠ a SŠ";"Pražská";"808";"";"Žatec";"43801";"Žatec";"415 710 795";"415 710 795";"ddzatec@seznam.cz";"";"http://www.ddzatec.cz";"Mgr. Bc. Lenka Woloszczuková";"62247859";"B00";"Základní škola";"Svatopluka Čecha";"2773";"";"Žatec";"43801";"Žatec";"100"
"600023583";"62247859";"7";"CZ0424";"4216";"Dětský domov, Základní škola a Střední škola, Žatec, příspěvková organizace";"DD, ZŠ a SŠ";"Pražská";"808";"";"Žatec";"43801";"Žatec";"415 710 795";"415 710 795";"ddzatec@seznam.cz";"";"http://www.ddzatec.cz";"Mgr. Bc. Lenka Woloszczuková";"108040771";"C00";"Střední škola";"Svatopluka Čecha";"2773";"";"Žatec";"43801";"Žatec";"40"
"600023583";"62247859";"7";"CZ0424";"4216";"Dětský domov, Základní škola a Střední škola, Žatec, příspěvková organizace";"DD, ZŠ a SŠ";"Pražská";"808";"";"Žatec";"43801";"Žatec";"415 710 795";"415 710 795";"ddzatec@seznam.cz";"";"http://www.ddzatec.cz";"Mgr. Bc. Lenka Woloszczuková";"181042819";"G21";"Školní družina";"Svatopluka Čecha";"2773";"";"Žatec";"43801";"Žatec";"30"
"600023583";"62247859";"7";"CZ0424";"4216";"Dětský domov, Základní škola a Střední škola, Žatec, příspěvková organizace";"DD, ZŠ a SŠ";"Pražská";"808";"";"Žatec";"43801";"Žatec";"415 710 795";"415 710 795";"ddzatec@seznam.cz";"";"http://www.ddzatec.cz";"Mgr. Bc. Lenka Woloszczuková";"110020677";"J11";"Dětský domov";"Pražská";"808";"";"Žatec";"43801";"Žatec";"87"
"600023583";"62247859";"7";"CZ0424";"4216";"Dětský domov, Základní škola a Střední škola, Žatec, příspěvková organizace";"DD, ZŠ a SŠ";"Pražská";"808";"";"Žatec";"43801";"Žatec";"415 710 795";"415 710 795";"ddzatec@seznam.cz";"";"http://www.ddzatec.cz";"Mgr. Bc. Lenka Woloszczuková";"102665702";"L11";"Školní jídelna";"Pražská";"808";"";"Žatec";"43801";"Žatec";"145"
"600023621";"47324295";"2";"CZ0425";"4206";"Základní škola speciální a Praktická škola Litvínov, Šafaříkova 991, okres Most";"Základní škola spec. a Praktická škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"476 111 689";"476 111 689";"evasekyrkova@seznam.cz";"liba.karbanka@seznam.cz";"www.speclitvinov.unas.cz";"Mgr. Eva Sekyrková";"110010795";"B00";"Základní škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"150"
"600023621";"47324295";"2";"CZ0425";"4206";"Základní škola speciální a Praktická škola Litvínov, Šafaříkova 991, okres Most";"Základní škola spec. a Praktická škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"476 111 689";"476 111 689";"evasekyrkova@seznam.cz";"liba.karbanka@seznam.cz";"www.speclitvinov.unas.cz";"Mgr. Eva Sekyrková";"181057522";"C00";"Střední škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"40"
"600023621";"47324295";"2";"CZ0425";"4206";"Základní škola speciální a Praktická škola Litvínov, Šafaříkova 991, okres Most";"Základní škola spec. a Praktická škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"476 111 689";"476 111 689";"evasekyrkova@seznam.cz";"liba.karbanka@seznam.cz";"www.speclitvinov.unas.cz";"Mgr. Eva Sekyrková";"110010817";"G21";"Školní družina";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"30"
"600023621";"47324295";"2";"CZ0425";"4206";"Základní škola speciální a Praktická škola Litvínov, Šafaříkova 991, okres Most";"Základní škola spec. a Praktická škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"476 111 689";"476 111 689";"evasekyrkova@seznam.cz";"liba.karbanka@seznam.cz";"www.speclitvinov.unas.cz";"Mgr. Eva Sekyrková";"150069375";"G22";"Školní klub";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"12"
"600023621";"47324295";"2";"CZ0425";"4206";"Základní škola speciální a Praktická škola Litvínov, Šafaříkova 991, okres Most";"Základní škola spec. a Praktická škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"476 111 689";"476 111 689";"evasekyrkova@seznam.cz";"liba.karbanka@seznam.cz";"www.speclitvinov.unas.cz";"Mgr. Eva Sekyrková";"110010825";"K20";"Speciálně pedagogické centrum";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"320"
"600023621";"47324295";"2";"CZ0425";"4206";"Základní škola speciální a Praktická škola Litvínov, Šafaříkova 991, okres Most";"Základní škola spec. a Praktická škola";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"476 111 689";"476 111 689";"evasekyrkova@seznam.cz";"liba.karbanka@seznam.cz";"www.speclitvinov.unas.cz";"Mgr. Eva Sekyrková";"110010833";"L11";"Školní jídelna";"Šafaříkova";"991";"";"Horní Litvínov";"43601";"Litvínov";"500"
"600023648";"63125382";"7";"CZ0425";"4209";"Základní škola a Střední škola, Most, Jana Palacha 1534, příspěvková organizace";"Základní škola a Střední škola";"Jana Palacha";"1534";"";"Most";"43401";"Most";"476 700 000";"476 708 896";"vedeni@specmo.cz";"";"http://www.specmo.cz";"Mgr. Hana Slapničková";"110010671";"B00";"Základní škola";"Jana Palacha";"1534";"";"Most";"43401";"Most";"320"
"600023648";"63125382";"7";"CZ0425";"4209";"Základní škola a Střední škola, Most, Jana Palacha 1534, příspěvková organizace";"Základní škola a Střední škola";"Jana Palacha";"1534";"";"Most";"43401";"Most";"476 700 000";"476 708 896";"vedeni@specmo.cz";"";"http://www.specmo.cz";"Mgr. Hana Slapničková";"110010680";"C00";"Střední škola";"Jana Palacha";"1534";"";"Most";"43401";"Most";"28"
"600023648";"63125382";"7";"CZ0425";"4209";"Základní škola a Střední škola, Most, Jana Palacha 1534, příspěvková organizace";"Základní škola a Střední škola";"Jana Palacha";"1534";"";"Most";"43401";"Most";"476 700 000";"476 708 896";"vedeni@specmo.cz";"";"http://www.specmo.cz";"Mgr. Hana Slapničková";"110010698";"G21";"Školní družina";"Jana Palacha";"1534";"";"Most";"43401";"Most";"30"
"600023648";"63125382";"7";"CZ0425";"4209";"Základní škola a Střední škola, Most, Jana Palacha 1534, příspěvková organizace";"Základní škola a Střední škola";"Jana Palacha";"1534";"";"Most";"43401";"Most";"476 700 000";"476 708 896";"vedeni@specmo.cz";"";"http://www.specmo.cz";"Mgr. Hana Slapničková";"110010701";"L11";"Školní jídelna";"Jana Palacha";"1534";"";"Most";"43401";"Most";"110"
"600023711";"61515582";"7";"CZ0426";"4213";"Dětský domov, Základní škola a Střední škola, Duchcov, příspěvková organizace";"DD, ZŠ a SŠ";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"417 835 324";"417 834 002";"sekretariat@ddzsduchcov.cz";"";"http://www.ddzsduchcov.cz";"Mgr. Blanka Stádníková";"108019608";"B00";"Základní škola";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"185"
"600023711";"61515582";"7";"CZ0426";"4213";"Dětský domov, Základní škola a Střední škola, Duchcov, příspěvková organizace";"DD, ZŠ a SŠ";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"417 835 324";"417 834 002";"sekretariat@ddzsduchcov.cz";"";"http://www.ddzsduchcov.cz";"Mgr. Blanka Stádníková";"110036026";"C00";"Střední škola";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"24"
"600023711";"61515582";"7";"CZ0426";"4213";"Dětský domov, Základní škola a Střední škola, Duchcov, příspěvková organizace";"DD, ZŠ a SŠ";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"417 835 324";"417 834 002";"sekretariat@ddzsduchcov.cz";"";"http://www.ddzsduchcov.cz";"Mgr. Blanka Stádníková";"110003063";"J11";"Dětský domov";"Hrdlovská";"343";"31";"Duchcov";"41901";"Duchcov";"56"
"600023711";"61515582";"7";"CZ0426";"4213";"Dětský domov, Základní škola a Střední škola, Duchcov, příspěvková organizace";"DD, ZŠ a SŠ";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"417 835 324";"417 834 002";"sekretariat@ddzsduchcov.cz";"";"http://www.ddzsduchcov.cz";"Mgr. Blanka Stádníková";"102689989";"L11";"Školní jídelna";"Školní";"624";"1";"Duchcov";"41901";"Duchcov";"180"
"600023737";"25048791";"5";"CZ0426";"4213";"Základní škola a praktická škola Arkadie, o.p.s.";"ZŠ a PrŠ Arkadie, o.p.s.";"U Nových lázní";"1286";"9";"Teplice";"41501";"Teplice";"417 577 774";"417 572 583";"archa@arkadie.cz";"ruzicka@arkadie.cz";"http://www.arkadie.cz";"Mgr. Ivan Růžička";"102000603";"B00";"Základní škola";"U Nových lázní";"1286";"9";"Teplice";"41501";"Teplice";"80"
"600023737";"25048791";"5";"CZ0426";"4213";"Základní škola a praktická škola Arkadie, o.p.s.";"ZŠ a PrŠ Arkadie, o.p.s.";"U Nových lázní";"1286";"9";"Teplice";"41501";"Teplice";"417 577 774";"417 572 583";"archa@arkadie.cz";"ruzicka@arkadie.cz";"http://www.arkadie.cz";"Mgr. Ivan Růžička";"110017650";"C00";"Střední škola";"U Nových lázní";"1286";"9";"Teplice";"41501";"Teplice";"10"
"600023737";"25048791";"5";"CZ0426";"4213";"Základní škola a praktická škola Arkadie, o.p.s.";"ZŠ a PrŠ Arkadie, o.p.s.";"U Nových lázní";"1286";"9";"Teplice";"41501";"Teplice";"417 577 774";"417 572 583";"archa@arkadie.cz";"ruzicka@arkadie.cz";"http://www.arkadie.cz";"Mgr. Ivan Růžička";"110017668";"G21";"Školní družina";"Purkyňova";"2004";"10";"Teplice";"41501";"Teplice";"33"
